Date,Forecast
2017-01-09,51.28312804263457
2017-01-16,53.52643043992948
2017-01-23,55.76293609204218
2017-01-30,57.98871330138945
2017-02-06,60.20005649518961
2017-02-13,62.393493640163
2017-02-20,64.5657909919398
2017-02-27,66.71395541262679
2017-03-06,68.83523449472916
2017-03-13,70.92711472962726
2017-03-20,72.98731795482915
2017-03-27,75.01379630699056
2017-04-03,77.0047258978707
2017-04-10,78.95849941859684
2017-04-17,80.87371786436928
2017-04-24,82.74918155754187
2017-05-01,84.58388063225979
2017-05-08,86.37698512888518
2017-05-15,88.12783483157364
2017-05-22,89.83592896782943
2017-05-29,91.50091587483402
2017-06-05,93.12258272397831
2017-06-12,94.70084538241983
2017-06-19,96.23573847871566
2017-06-26,97.727405728695
2017-07-03,99.1760905677467
2017-07-10,100.5821271266138
2017-07-17,101.94593157959291
2017-07-24,103.26799388670278
2017-07-31,104.5488699448787
2017-08-07,105.78917415752339
2017-08-14,106.98957242675104
2017-08-21,108.1507755683512
2017-08-28,109.27353314581123
2017-09-04,110.35862771663325
2017-09-11,111.40686948158849
2017-09-18,112.41909132543962
2017-09-25,113.39614423596652
2017-10-02,114.33889308681003
2017-10-09,115.24821276866143
2017-10-16,116.12498465262554
2017-10-23,116.97009336914132
2017-10-30,117.78442388561407
2017-11-06,118.5688588658717
2017-11-13,119.32427629467372
2017-11-20,120.05154735074822
2017-11-27,120.75153451218684
2017-12-04,121.42508987847381
2017-12-11,122.07305369393667
2017-12-18,122.69625305797506
2017-12-25,123.2955008080328
2018-01-01,123.87159456191276
2018-01-08,124.42531590668874
2018-01-15,124.95742972213182
2018-01-22,125.46868362723134
2018-01-29,125.95980753905025
2018-02-05,126.43151333380426
2018-02-12,126.88449460068676
2018-02-19,127.31942647958076
2018-02-26,127.73696557439408
2018-03-05,128.13774993432634
2018-03-12,128.52239909593
2018-03-19,128.89151417934931
2018-03-26,129.2456780326197
2018-04-02,129.5854554183888
2018-04-09,129.91139323786027
2018-04-16,130.22402078718966
2018-04-23,130.5238500419561
2018-04-30,130.81137596570477
2018-05-07,131.0870768389059
2018-05-14,131.35141460499958
2018-05-21,131.60483523050087
2018-05-28,131.84776907641913
2018-06-04,132.08063127851182
2018-06-11,132.3038221341317
2018-06-18,132.51772749365335
2018-06-25,132.7227191546734
2018-07-02,132.91915525736738
2018-07-09,133.10738067956544
2018-07-16,133.28772743026937
2018-07-23,133.46051504048242
2018-07-30,133.6260509503589
2018-08-06,133.78463089180792
2018-08-13,133.9365392657937
2018-08-20,134.08204951368455
2018-08-27,134.221424482093
2018-09-03,134.35491678073566
2018-09-10,134.4827691329204
2018-09-17,134.60521471833587
2018-09-24,134.72247750788594
2018-10-01,134.8347725903621
2018-10-08,134.942306490806
2018-10-15,135.0452774804525
2018-10-22,135.1438758781891
2018-10-29,135.23828434350435
2018-11-05,135.32867816092636
2018-11-12,135.41522551598464
2018-11-19,135.4980877627539
2018-11-26,135.5774196830557
2018-12-03,135.65336973742043
2018-12-10,135.72608030792236
2018-12-17,135.79568793301797
2018-12-24,135.8623235345291
2018-12-31,135.92611263692334
2019-01-07,135.98717557905206
2019-01-14,136.04562771851252
2019-01-21,136.1015796288093
2019-01-28,136.15513728949017
2019-02-04,136.20640226943874
2019-02-11,136.2554719035049
2019-02-18,136.30243946265978
2019-02-25,136.34739431785732
2019-03-04,136.39042209778728
2019-03-11,136.43160484070572
2019-03-18,136.4710211405214
2019-03-25,136.5087462873218
2019-04-01,136.54485240251495
2019-04-08,136.57940856876385
2019-04-15,136.61248095488546
2019-04-22,136.64413293588356
